Ticker,Country,State,Name,Exchange,Currency,Sector,Industry,Market Cap.,Quote Type
CM,Canada,ON,Canadian Imperial Bank of Commerce,NYQ - NYSE,USD,Financial Services,Banks - Global,34799169536.0,EQUITY
CM.TO,Canada,ON,Canadian Imperial Bank of Commerce,TOR - Toronto,CAD,Financial Services,Banks - Global,46010830848.0,EQUITY
CM8.F,United States,KS,"Compass Minerals International, Inc.",FRA - Frankfurt,EUR,Basic Materials,Industrial Metals & Minerals,1684601856.0,EQUITY
CMA,United States,TX,Comerica Incorporated,NYQ - NYSE,USD,Financial Services,Banks - Regional - US,10812852224.0,EQUITY
CMAB.F,Spain,,"Mapfre, S.A.",FRA - Frankfurt,EUR,Financial Services,Insurance - Specialty,8192695296.0,EQUITY
CMBTN.IS,Turkey,,Cimbeton Hazir Beton ve Prefabrik Yapi Elemanlari Sanayi ve Ticaret A.S.,IST - Istanbul,TRY,Basic Materials,Building Materials,45418200.0,EQUITY
CMCSA,United States,PA,Comcast Corporation,NMS - NasdaqGS,USD,Communication Services,Pay TV,188269002752.0,EQUITY
CME,United States,IL,CME Group Inc.,NMS - NasdaqGS,USD,Financial Services,Financial Exchanges,72350326784.0,EQUITY
CMENT.IS,Turkey,,Çimentas Izmir Çimento Fabrikasi Türk A.S.,IST - Istanbul,TRY,Basic Materials,Building Materials,1331788032.0,EQUITY
CMER.TA,Israel,,C. Mer Industries Ltd.,TLV - Tel Aviv,ILS,Technology,Communication Equipment,124106816.0,EQUITY
CMG,United States,CA,"Chipotle Mexican Grill, Inc.",NYQ - NYSE,USD,Consumer Cyclical,Restaurants,19673053184.0,EQUITY
CMI,United States,IN,Cummins Inc.,NYQ - NYSE,USD,Industrials,Diversified Industrials,25503885312.0,EQUITY
CMM.AX,Australia,WA,Capricorn Metals Limited,ASX - ASX,AUD,Basic Materials,Gold,79605304.0,EQUITY
CMP,United States,KS,"Compass Minerals International, Inc.",NYQ - NYSE,USD,Basic Materials,Industrial Metals & Minerals,1831300480.0,EQUITY
CMPC.SN,Chile,,Empresas CMPC S.A.,SGO - Santiago,CLP,Basic Materials,Paper & Paper Products,4522499899392.0,EQUITY
CMS,United States,MI,CMS Energy Corporation,NYQ - NYSE,USD,Utilities,Utilities - Regulated Electric,16396989440.0,EQUITY
CNA.L,United Kingdom,,Centrica plc,LSE - LSE,GBp,Utilities,Utilities - Diversified,5473519616.0,EQUITY
CNC,United States,MO,Centene Corporation,NYQ - NYSE,USD,Healthcare,Health Care Plans,22406076416.0,EQUITY
CNGLX,,,Commonwealth Global Fund,NAS - Nasdaq,USD,,,,MUTUALFUND
CNJ.F,Japan,,Canon Marketing Japan Inc.,FRA - Frankfurt,EUR,Industrials,Business Equipment,2437861632.0,EQUITY
CNJFX,,,Commonwealth Japan Fund,NAS - Nasdaq,USD,,,,MUTUALFUND
CNN1.F,Japan,,Canon Inc.,FRA - Frankfurt,EUR,Industrials,Business Equipment,26168309760.0,EQUITY
CNP,United States,TX,"CenterPoint Energy, Inc.",NYQ - NYSE,USD,Utilities,Utilities - Regulated Gas,14472654848.0,EQUITY
CNP.F,United States,IL,Ingredion Incorporated,FRA - Frankfurt,EUR,Consumer Defensive,Packaged Foods,4891165184.0,EQUITY
CNP.PA,France,,CNP Assurances SA,PAR - Paris,EUR,Financial Services,Insurance - Life,13596915712.0,EQUITY
CNPAX,,,American Funds New Perspective Fund Class 529-A,NAS - Nasdaq,USD,,,,MUTUALFUND
CNPCX,,,American Funds New Perspective Fund Class 529-C,NAS - Nasdaq,USD,,,,MUTUALFUND
CNPEX,,,American Funds New Perspective Fund Class 529-E,NAS - Nasdaq,USD,,,,MUTUALFUND
CNPIX,,,ProFunds Consumer Goods Ultra Sector Fund Investor Class,NAS - Nasdaq,USD,,,6092166.0,MUTUALFUND
CNQ.TO,Canada,AB,Canadian Natural Resources Limited,TOR - Toronto,CAD,Energy,Oil & Gas E&P,42407944192.0,EQUITY
CNREX,,,Commonwealth Real Estate Securities Fund,NAS - Nasdaq,USD,,,,MUTUALFUND
CNS.BK,Thailand,,Capital Nomura Securities Public Company Limited,SET - Thailand,THB,Financial Services,Capital Markets,3548275200.0,EQUITY
CNT.BK,Thailand,,Christiani & Nielsen (Thai) Public Company Limited,SET - Thailand,THB,Industrials,Engineering & Construction,1983847040.0,EQUITY
CNZLX,,,Commonwealth Australia/New Zealand Fund,NAS - Nasdaq,USD,,,,MUTUALFUND
CO,Hong Kong,,Global Cord Blood Corporation,NYQ - NYSE,USD,Healthcare,Biotechnology,819253696.0,EQUITY
CO.PA,France,,"Casino, Guichard-Perrachon Société Anonyme",PAR - Paris,EUR,Consumer Defensive,Grocery Stores,3492636416.0,EQUITY
CO6.F,United States,TX,"Copart, Inc.",FRA - Frankfurt,EUR,Consumer Cyclical,Auto & Truck Dealerships,15195534336.0,EQUITY
COD.L,France,,Compagnie de Saint-Gobain S.A.,LSE - LSE,EUR,Basic Materials,Building Materials,18102349824.0,EQUITY
CODI,United States,CT,Compass Diversified Holdings LLC,NYQ - NYSE,USD,Industrials,Conglomerates,1097367936.0,EQUITY
COE.AX,Australia,SA,Cooper Energy Limited,ASX - ASX,AUD,Energy,Oil & Gas E&P,851313664.0,EQUITY
COG,United States,TX,Cabot Oil & Gas Corporation,NYQ - NYSE,USD,Energy,Oil & Gas E&P,10768396288.0,EQUITY
COH.AX,Australia,NSW,Cochlear Limited,ASX - ASX,AUD,Healthcare,Medical Devices,11565669376.0,EQUITY
COKE,United States,NC,"Coca-Cola Consolidated, Inc.",NMS - NasdaqGS,USD,Consumer Defensive,Beverages - Soft Drinks,2217634560.0,EQUITY
COLO-B.CO,Denmark,,Coloplast A/S,CPH - Copenhagen,DKK,Healthcare,Medical Instruments & Supplies,156787720192.0,EQUITY
COLPAL.BO,India,,Colgate-Palmolive (India) Limited,BSE - BSE,INR,Consumer Defensive,Household & Personal Products,314184630272.0,EQUITY
COLPAL.NS,India,,Colgate-Palmolive (India) Limited,NSI - NSE,INR,Consumer Defensive,Household & Personal Products,313937264640.0,EQUITY
COLR.BR,Belgium,,Etn. Fr. Colruyt NV,BRU - Brussels,EUR,Consumer Defensive,Grocery Stores,8461530112.0,EQUITY
CON.DE,Germany,,Continental Aktiengesellschaft,GER - XETRA,EUR,Consumer Cyclical,Auto Parts,24907687936.0,EQUITY
CON.F,Germany,,Continental Aktiengesellschaft,FRA - Frankfurt,EUR,Consumer Cyclical,Auto Parts,24924747776.0,EQUITY
COO,United States,CA,"The Cooper Companies, Inc.",NYQ - NYSE,USD,Healthcare,Medical Instruments & Supplies,15932598272.0,EQUITY
COP,United States,TX,ConocoPhillips,NYQ - NYSE,USD,Energy,Oil & Gas E&P,66635411456.0,EQUITY
COPEC.SN,Chile,,Empresas Copec S.A.,SGO - Santiago,CLP,Industrials,Conglomerates,9261431128064.0,EQUITY
COST,United States,WA,Costco Wholesale Corporation,NMS - NasdaqGS,USD,Consumer Defensive,Discount Stores,112613679104.0,EQUITY
COST.L,United Kingdom,,Costain Group PLC,LSE - LSE,GBp,Industrials,Engineering & Construction,344762848.0,EQUITY
COTYX,,,Aquila Tax-Free Fund of Colorado Class Y,NAS - Nasdaq,USD,,,,MUTUALFUND
COTZX,,,Columbia Thermostat Fund Institutional Class,NAS - Nasdaq,USD,,,,MUTUALFUND
COV.PA,France,,Covivio,PAR - Paris,EUR,Real Estate,REIT - Diversified,7849443840.0,EQUITY
COVH.PA,France,,Covivio Hotels,PAR - Paris,EUR,Real Estate,REIT - Hotel & Motel,3158935296.0,EQUITY
COY.F,United States,NY,"Tapestry, Inc.",FRA - Frankfurt,EUR,Consumer Cyclical,Luxury Goods,7775985152.0,EQUITY
COZ.F,United States,NJ,Cognizant Technology Solutions Corporation,FRA - Frankfurt,EUR,Technology,Information Technology Services,32086642688.0,EQUITY
CP,Canada,AB,Canadian Pacific Railway Limited,NYQ - NYSE,USD,Industrials,Railroads,32917884928.0,EQUITY
CPA.F,United States,NY,Colgate-Palmolive Company,FRA - Frankfurt,EUR,Consumer Defensive,Household & Personal Products,56197558272.0,EQUITY
CPB,United States,NJ,Campbell Soup Company,NYQ - NYSE,USD,Consumer Defensive,Packaged Foods,12972165120.0,EQUITY
CPF.BK,Thailand,,Charoen Pokphand Foods Public Company Limited,SET - Thailand,THB,Consumer Defensive,Farm Products,229179998208.0,EQUITY
CPG.L,United Kingdom,,Compass Group PLC,LSE - LSE,GBp,Consumer Cyclical,Restaurants,29258749952.0,EQUITY
CPI.L,United Kingdom,,Capita plc,LSE - LSE,GBp,Industrials,Business Services,1765075328.0,EQUITY
CPOF.F,Thailand,,Charoen Pokphand Foods Public Company Limited,FRA - Frankfurt,EUR,Consumer Defensive,Farm Products,6408749568.0,EQUITY
CPR.L,United Kingdom,,Carpetright plc,LSE - LSE,GBp,Consumer Cyclical,Home Furnishings & Fixtures,58568552.0,EQUITY
CPR.MI,Italy,MI,Davide Campari-Milano S.p.A.,MIL - Milan,EUR,Consumer Defensive,Beverages - Wineries & Distilleries,10060650496.0,EQUITY
CPRT,United States,TX,"Copart, Inc.",NMS - NasdaqGS,USD,Consumer Cyclical,Auto & Truck Dealerships,17103285248.0,EQUITY
CPRX,United States,FL,"Catalyst Pharmaceuticals, Inc.",NCM - NasdaqCM,USD,Healthcare,Drug Manufacturers - Specialty & Generic,352789216.0,EQUITY
CPT,United States,TX,Camden Property Trust,NYQ - NYSE,USD,Real Estate,REIT - Residential,10459517952.0,EQUITY
CPU.AX,Australia,VIC,Computershare Limited,ASX - ASX,AUD,Technology,Information Technology Services,9061936128.0,EQUITY
CQP,United States,TX,"Cheniere Energy Partners, L.P.",ASE - NYSE American,USD,Energy,Oil & Gas Midstream,21355675648.0,EQUITY
CRDA.L,United Kingdom,,Croda International Plc,LSE - LSE,GBp,Basic Materials,Specialty Chemicals,6635772416.0,EQUITY
CRE.F,United States,MO,Cerner Corporation,FRA - Frankfurt,EUR,Technology,Health Information Services,21507104768.0,EQUITY
CRFSA.IS,Turkey,,CarrefourSA Carrefour Sabanci Ticaret Merkezi A.S.,IST - Istanbul,TRY,Consumer Defensive,Grocery Stores,1938999936.0,EQUITY
CRG.F,Ireland,,CRH plc,FRA - Frankfurt,EUR,Basic Materials,Building Materials,23820541952.0,EQUITY
CRH,Ireland,,CRH plc,NYQ - NYSE,USD,Basic Materials,Building Materials,26133852160.0,EQUITY
CRH.L,Ireland,,CRH plc,LSE - LSE,GBp,Basic Materials,Building Materials,19944318976.0,EQUITY
CRH.TO,Canada,BC,CRH Medical Corporation,TOR - Toronto,CAD,Healthcare,Medical Instruments & Supplies,259250976.0,EQUITY
CRHM,Canada,BC,CRH Medical Corporation,ASE - NYSE American,USD,Healthcare,Medical Instruments & Supplies,195695552.0,EQUITY
CRIN.F,Italy,MI,UniCredit S.p.A.,FRA - Frankfurt,EUR,Financial Services,Banks - Regional - Europe,22337482752.0,EQUITY
CRM,United States,CA,"salesforce.com, inc.",NYQ - NYSE,USD,Technology,Software - Application,124947644416.0,EQUITY
CRR.MI,France,,Carrefour SA,MIL - Milan,EUR,Consumer Defensive,Grocery Stores,13188746240.0,EQUITY
CRSAX,,,Credit Suisse Commodity Return Strategy Fund Class A,NAS - Nasdaq,USD,,,,MUTUALFUND
CRTX,United States,CA,"Cortexyme, Inc.",NMS - NasdaqGS,USD,Healthcare,Biotechnology,666077248.0,EQUITY
CS,Switzerland,,Credit Suisse Group AG,NYQ - NYSE,USD,Financial Services,Banks - Global,28693055488.0,EQUITY
CS.PA,France,,AXA SA,PAR - Paris,EUR,Financial Services,Insurance - Diversified,53366206464.0,EQUITY
CSC.F,United States,NJ,Campbell Soup Company,FRA - Frankfurt,EUR,Consumer Defensive,Packaged Foods,11543916544.0,EQUITY
CSCO,United States,CA,"Cisco Systems, Inc.",NMS - NasdaqGS,USD,Technology,Communication Equipment,239421243392.0,EQUITY
CSCO.MX,United States,CA,"Cisco Systems, Inc.",MEX - Mexico,MXN,Technology,Communication Equipment,4699791032320.0,EQUITY
CSF.F,France,,Thales S.A.,FRA - Frankfurt,EUR,Industrials,Aerospace & Defense,21552082944.0,EQUITY
CSGP,United States,DC,"CoStar Group, Inc.",NMS - NasdaqGS,USD,Real Estate,Real Estate Services,19728078848.0,EQUITY
CSIQ,Canada,ON,Canadian Solar Inc.,NMS - NasdaqGS,USD,Technology,Solar,1267194752.0,EQUITY
CSL,United States,AZ,Carlisle Companies Incorporated,NYQ - NYSE,USD,Industrials,Conglomerates,7865246720.0,EQUITY
CSL.AX,Australia,VIC,CSL Limited,ASX - ASX,AUD,Healthcare,Biotechnology,92343820288.0,EQUITY
CSPCX,,,American Funds SMALLCAP World Fund Class 529-C,NAS - Nasdaq,USD,,,,MUTUALFUND
CSW-B.TO,Canada,ON,Corby Spirit and Wine Limited,TOR - Toronto,CAD,Consumer Defensive,Beverages - Wineries & Distilleries,508401696.0,EQUITY
CSX,United States,FL,CSX Corporation,NMS - NasdaqGS,USD,Industrials,Railroads,63171436544.0,EQUITY
CSXAX,,,Calvert US Large Cap Core Responsible Index Fund Class A,NAS - Nasdaq,USD,,,,MUTUALFUND
CSXCX,,,Calvert US Large Cap Core Responsible Index Fund Class C,NAS - Nasdaq,USD,,,,MUTUALFUND
CTAS,United States,OH,Cintas Corporation,NMS - NasdaqGS,USD,Industrials,Business Services,24325306368.0,EQUITY
CTB,United States,OH,Cooper Tire & Rubber Company,NYQ - NYSE,USD,Consumer Cyclical,Rubber & Plastics,1492977408.0,EQUITY
CTFAX,,,Columbia Thermostat Fund Class A,NAS - Nasdaq,USD,,,,MUTUALFUND
CTFDX,,,Columbia Thermostat Fund Class C,NAS - Nasdaq,USD,,,,MUTUALFUND
CTI.L,Hong Kong,,Cathay International Holdings Limited,LSE - LSE,GBp,Healthcare,Drug Manufacturers - Major,24572794.0,EQUITY
CTJ1.F,Hong Kong,,Kunlun Energy Company Limited,FRA - Frankfurt,EUR,Energy,Oil & Gas Integrated,6355211776.0,EQUITY
CTL,United States,LA,"CenturyLink, Inc.",NYQ - NYSE,USD,Communication Services,Telecom Services,11491867648.0,EQUITY
CTO.F,United States,WA,Costco Wholesale Corporation,FRA - Frankfurt,EUR,Consumer Defensive,Discount Stores,98661908480.0,EQUITY
CTP2.F,United States,PA,Comcast Corporation,FRA - Frankfurt,EUR,Communication Services,Pay TV,165865504768.0,EQUITY
CTR.L,United Kingdom,,Charles Taylor plc,LSE - LSE,GBp,Industrials,Business Services,169356208.0,EQUITY
CTRP,China,,"Ctrip.com International, Ltd.",NMS - NasdaqGS,USD,Consumer Cyclical,Leisure,18791256064.0,EQUITY
CTSH,United States,NJ,Cognizant Technology Solutions Corporation,NMS - NasdaqGS,USD,Technology,Information Technology Services,35739586560.0,EQUITY
CTX.AX,Australia,NSW,Caltex Australia Limited,ASX - ASX,AUD,Energy,Oil & Gas Refining & Marketing,6539826688.0,EQUITY
CTX.F,United States,FL,"Citrix Systems, Inc.",FRA - Frankfurt,EUR,Technology,Software - Infrastructure,11248047104.0,EQUITY
CTXS,United States,FL,"Citrix Systems, Inc.",NMS - NasdaqGS,USD,Technology,Software - Infrastructure,12620161024.0,EQUITY
CTY.F,Hong Kong,,Cathay Pacific Airways Limited,FRA - Frankfurt,EUR,Industrials,Airlines,5053280256.0,EQUITY
CU2.PA,,,Amundi Index Solutions - Amundi MSCI USA UCITS ETF-C EUR,PAR - Paris,EUR,,,,ETF
CUBE.CN,Canada,ON,CellCube Energy Storage Systems Inc.,CNQ - Canadian Sec,CAD,Basic Materials,Industrial Metals & Minerals,15458696.0,EQUITY
CUI,United States,OR,"CUI Global, Inc.",NCM - NasdaqCM,USD,Technology,Electronic Components,24607610.0,EQUITY
CUK,United Kingdom,,Carnival plc,NYQ - NYSE,USD,Consumer Cyclical,Leisure,34927296512.0,EQUITY
CUM.F,United States,IN,Cummins Inc.,FRA - Frankfurt,EUR,Industrials,Diversified Industrials,22791905280.0,EQUITY
CUMMINSIND.BO,India,,Cummins India Limited,BSE - BSE,INR,Industrials,Diversified Industrials,212155006976.0,EQUITY
CUMMINSIND.NS,India,,Cummins India Limited,NSI - NSE,INR,Industrials,Diversified Industrials,211984547840.0,EQUITY
CUP.F,Japan,,"Chugai Pharmaceutical Co., Ltd.",FRA - Frankfurt,EUR,Healthcare,Drug Manufacturers - Major,32195555328.0,EQUITY
CUV.V,Canada,BC,CUV Ventures Corp.,VAN - TSXV,CAD,Consumer Cyclical,Leisure,31872058.0,EQUITY
CVG.F,China,,CSPC Pharmaceutical Group Limited,FRA - Frankfurt,EUR,Healthcare,Drug Manufacturers - Major,8171220992.0,EQUITY
CVS,United States,RI,CVS Health Corporation,NYQ - NYSE,USD,Healthcare,Health Care Plans,70046932992.0,EQUITY
CVS.AX,Australia,WA,Cervantes Corporation Limited,ASX - ASX,AUD,Basic Materials,Gold,1994032.0,EQUITY
CVSCX,,,Calamos Market Neutral Income Fund Class C,NAS - Nasdaq,USD,,,,MUTUALFUND
CVSG.L,United Kingdom,,CVS Group plc,LSE - LSE,GBp,Consumer Cyclical,Personal Services,442935488.0,EQUITY
CVX,United States,CA,Chevron Corporation,NYQ - NYSE,USD,Energy,Oil & Gas Integrated,231408467968.0,EQUITY
CWN.AX,Australia,VIC,Crown Resorts Limited,ASX - ASX,AUD,Consumer Cyclical,Resorts & Casinos,8362901504.0,EQUITY
CWR.L,United Kingdom,,Ceres Power Holdings plc,LSE - LSE,GBp,Technology,Electronic Components,276513696.0,EQUITY
CWST,United States,VT,"Casella Waste Systems, Inc.",NMS - NasdaqGS,USD,Industrials,Waste Management,1862681088.0,EQUITY
CXO,United States,TX,Concho Resources Inc.,NYQ - NYSE,USD,Energy,Oil & Gas E&P,19959314432.0,EQUITY
CXX.F,United States,CA,The Clorox Company,FRA - Frankfurt,EUR,Consumer Defensive,Household & Personal Products,18073831424.0,EQUITY
CY6U.SI,Singapore,,Ascendas India Trust,SES - SES,SGD,Real Estate,Real Estate - General,1365281920.0,EQUITY
CYBE,United States,MN,CyberOptics Corporation,NGM - NasdaqGM,USD,Technology,Scientific & Technical Instruments,114026680.0,EQUITY
CYBR,Israel,,CyberArk Software Ltd.,NMS - NasdaqGS,USD,Technology,Software - Infrastructure,4855685120.0,EQUITY
CYOU,China,,Changyou.com Limited,NMS - NasdaqGS,USD,Technology,Electronic Gaming & Multimedia,541686656.0,EQUITY
CYT.F,United States,LA,"CenturyLink, Inc.",FRA - Frankfurt,EUR,Communication Services,Telecom Services,10208366592.0,EQUITY
CZNC,United States,PA,Citizens & Northern Corporation,NCM - NasdaqCM,USD,Financial Services,Banks - Regional - US,359852000.0,EQUITY
D,United States,VA,"Dominion Energy, Inc.",NYQ - NYSE,USD,Utilities,Utilities - Diversified,60811169792.0,EQUITY
D05.SI,Singapore,,DBS Group Holdings Ltd,SES - SES,SGD,Financial Services,Banks - Regional - Asia,62320594944.0,EQUITY
D2J.F,Switzerland,,Dufry AG,FRA - Frankfurt,EUR,Consumer Cyclical,Specialty Retail,3730078464.0,EQUITY
D4D.F,China,,Dongfeng Motor Group Company Limited,FRA - Frankfurt,EUR,Consumer Cyclical,Auto Manufacturers,6166967808.0,EQUITY
D4S.F,Japan,,"Daiichi Sankyo Company, Limited",FRA - Frankfurt,EUR,Healthcare,Drug Manufacturers - Major,31973124096.0,EQUITY
D7C.F,China,,China CITIC Bank Corporation Limited,FRA - Frankfurt,EUR,Financial Services,Banks - Regional - Asia,34499452928.0,EQUITY
DABUR.BO,India,,Dabur India Limited,BSE - BSE,INR,Consumer Defensive,Household & Personal Products,715699847168.0,EQUITY
DABUR.NS,India,,Dabur India Limited,NSI - NSE,INR,Consumer Defensive,Household & Personal Products,713846095872.0,EQUITY
DAI.DE,Germany,,Daimler AG,GER - XETRA,EUR,Consumer Cyclical,Auto Manufacturers,50929733632.0,EQUITY
DAI.F,Germany,,Daimler AG,FRA - Frankfurt,EUR,Consumer Cyclical,Auto Manufacturers,51057283072.0,EQUITY
DAI.MI,Germany,,Daimler AG,MIL - Milan,EUR,Consumer Cyclical,Auto Manufacturers,50961825792.0,EQUITY
DAL,United States,GA,"Delta Air Lines, Inc.",NYQ - NYSE,USD,Industrials,Airlines,36051357696.0,EQUITY
DALMIASUG.NS,India,,Dalmia Bharat Sugar and Industries Limited,NSI - NSE,INR,Consumer Defensive,Confectioners,8926986240.0,EQUITY
DANSKE.CO,Denmark,,Danske Bank A/S,CPH - Copenhagen,DKK,Financial Services,Banks - Regional - Europe,93813751808.0,EQUITY
DAP.F,United States,DC,Danaher Corporation,FRA - Frankfurt,EUR,Healthcare,Diagnostics & Research,86495985664.0,EQUITY
DAR,United States,TX,Darling Ingredients Inc.,NYQ - NYSE,USD,Industrials,Waste Management,3169770496.0,EQUITY
DB,Germany,,Deutsche Bank Aktiengesellschaft,NYQ - NYSE,USD,Financial Services,Banks - Regional - Europe,13866112000.0,EQUITY
DBK.DE,Germany,,Deutsche Bank Aktiengesellschaft,GER - XETRA,EUR,Financial Services,Banks - Regional - Europe,12358866944.0,EQUITY
DBK.F,Germany,,Deutsche Bank Aktiengesellschaft,FRA - Frankfurt,EUR,Financial Services,Banks - Regional - Europe,12375126016.0,EQUITY
DBOAX,,,BNY Mellon Balanced Opportunity Fund - Class A,NAS - Nasdaq,USD,,,,MUTUALFUND
DBS,,,Invesco DB Silver Fund,PCX - NYSEArca,USD,,,13248883.0,ETF
DC4.F,United States,CA,"DexCom, Inc.",FRA - Frankfurt,EUR,Healthcare,Diagnostics & Research,10039627776.0,EQUITY
DCAL.BO,India,,Dishman Carbogen Amcis Limited,BSE - BSE,INR,Healthcare,Biotechnology,39638368256.0,EQUITY
DCAL.NS,India,,Dishman Carbogen Amcis Limited,NSI - NSE,INR,Healthcare,Biotechnology,39615762432.0,EQUITY
DCC.AX,Australia,WA,DigitalX Limited,ASX - ASX,AUD,Technology,Software - Infrastructure,31329594.0,EQUITY
DCC.L,Ireland,,DCC plc,LSE - LSE,GBp,Energy,Oil & Gas Refining & Marketing,6739111936.0,EQUITY
DCCCX,,,Delaware Small Cap Core Fund Class C,NAS - Nasdaq,USD,,,,MUTUALFUND
DCCGX,,,Dunham Corporate/Government Bond Fund Class C,NAS - Nasdaq,USD,,,,MUTUALFUND
DCCIX,,,Delaware Small Cap Core Fund Institutional Class,NAS - Nasdaq,USD,,,,MUTUALFUND
DCCRX,,,Delaware Small Cap Core Fund Class R,NAS - Nasdaq,USD,,,,MUTUALFUND
DCF,United States,,Dreyfus Alcentra Global Credit Income 2024 Target Terminal Fund Inc,NYQ - NYSE,USD,,,,EQUITY
DCGTX,,,Jackson Square SMID-Cap Growth Fund IS Class,NAS - Nasdaq,USD,,,,MUTUALFUND
DCO.F,United States,IL,Deere & Company,FRA - Frankfurt,EUR,Industrials,Farm & Construction Equipment,42050510848.0,EQUITY
DDN.F,United States,FL,"Darden Restaurants, Inc.",FRA - Frankfurt,EUR,Consumer Cyclical,Restaurants,13120171008.0,EQUITY
DE,United States,IL,Deere & Company,NYQ - NYSE,USD,Industrials,Farm & Construction Equipment,47140478976.0,EQUITY
DEC.PA,France,,JCDecaux SA,PAR - Paris,EUR,Consumer Cyclical,Advertising Agencies,5528881664.0,EQUITY
DELPX,,,Macquarie Pooled Trust Labor Select International Equity Portfolio,NAS - Nasdaq,USD,,,,MUTUALFUND
DELT.TA,Israel,,Delta Galil Industries Ltd.,TLV - Tel Aviv,ILS,,,2582390272.0,EQUITY
DELTA.BK,Thailand,,Delta Electronics (Thailand) Public Company Limited,SET - Thailand,THB,Technology,Electronic Components,77649403904.0,EQUITY
DELTAMAGNT.NS,India,,Delta Magnets Limited,NSI - NSE,INR,Industrials,Diversified Industrials,419818144.0,EQUITY
